tract,med_hh_income,med_hh_income_universe,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
6037901210,74219,656,Low Income,Yes,No,Yes,District 5,Unincorporated - Elizabeth Lake,SPA 1 - Antelope Valley,3737,247826689.779297,98464.2250011112
6037800335,124167,1896,Above Moderate Income,No,No,No,District 3,Unincorporated - Santa Monica Mountains,SPA 2 - San Fernando,3738,759982316.111328,199829.297703216
6037800336,174682,1199,Above Moderate Income,No,No,No,District 3,Unincorporated - Santa Monica Mountains,SPA 2 - San Fernando,3739,213099763.708984,78536.8195095
6037800337,74663,1730,Low Income,Yes,No,Yes,District 3,City of Calabasas,SPA 2 - San Fernando,3740,30005379.7460938,30787.7972155277
6037800338,170259,2039,Above Moderate Income,No,No,No,District 3,City of Agoura Hills,SPA 2 - San Fernando,3741,68321026.8320313,43385.7077699123
6037800406,149048,950,Above Moderate Income,No,No,No,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3742,976025588.544922,183400.059932495
6037800410,150469,514,Above Moderate Income,No,No,No,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3743,398549061.536133,115553.769622294
6037800411,170299,1161,Above Moderate Income,No,No,No,District 3,City of Malibu,SPA 5 - West,3744,96023885.1982422,53070.9237451822
6037800412,111992,1650,Above Moderate Income,No,No,No,District 3,City of Malibu,SPA 5 - West,3745,73279113.9248047,59344.0463626943
6037800504,170458,1162,Above Moderate Income,No,No,No,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3746,231271325.333984,105654.75207366
6037910719,71774,854,Low Income,Yes,No,Yes,District 5,City of Palmdale,SPA 1 - Antelope Valley,3747,21446985.3789063,21431.7104515399
6037800506,180493,1397,Above Moderate Income,No,No,No,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,3748,283541147.594727,93296.0255139229
6037900102,41713,295,Very Low Income,Yes,Yes,Yes,District 5,Unincorporated - Hi Vista,SPA 1 - Antelope Valley,3749,4740481881.34668,321155.351379266
6037900103,42400,1657,Very Low Income,Yes,Yes,Yes,District 5,Unincorporated - Lake Los Angeles,SPA 1 - Antelope Valley,3750,214979241.208008,63903.5493714809
6037900104,49886,1684,Very Low Income,Yes,No,Yes,District 5,Unincorporated - Lake Los Angeles,SPA 1 - Antelope Valley,3751,458727709.740234,85970.760440143
6037900301,56642,921,Very Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3752,71471863.1523438,42802.1951449793
6037127220,43188,1687,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3753,7041150.375,10593.4498100946
6037127300,54659,1350,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3754,11463045.1748047,15054.0715200533
6037127400,61806,1925,Low Income,Yes,No,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3755,23325863.9951172,25020.8935618825
6037127520,38333,1422,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3756,3908348.79101563,7974.71713669493
6037127603,48446,932,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,3757,4663222.81835938,9720.50597744434
6037127604,43097,1498,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,3758,4661902.93457031,9870.0721532806
6037127605,47099,1201,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,3759,6980882.9375,10568.6402976943
6037127606,64133,1131,Low Income,Yes,No,Yes,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,3760,5874677.68359375,9732.35857510882
6037127711,66016,1122,Low Income,Yes,No,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3761,10174730.4648438,13541.6901077774
6037127712,46026,1571,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3762,6130171.12890625,9823.67817395091
6037127803,45278,1652,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3763,6890571.52050781,10517.379763811
6037127804,59693,1584,Low Income,Yes,No,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3764,6868927.56054688,10483.5683025492
6037127805,52917,1227,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3765,6614220.41894531,13204.8262740946
6037127806,44565,1170,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3766,7353268.58984375,13484.5339045146
6037127910,45455,1504,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3767,6989137.45019531,10580.198619036
6037127920,49604,1505,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3768,6982341.02441406,10569.2060481257
6037128101,58125,1139,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,3769,6984145.00878906,10570.7571969773
6037128102,45054,1547,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3770,6983390.890625,10570.6966405274
6037128210,35969,1549,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3771,5919213.02246094,9764.43739718783
6037128220,47611,1190,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,3772,5997641.55371094,10037.1332067632
6037128302,50598,1587,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3773,7414446.90625,12437.5239279036
6037128303,38880,1162,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3774,4455088.68261719,9765.85862957695
6037128400,97935,1788,Above Moderate Income,No,No,No,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3775,18646159.8515625,22560.555896506
6037128500,96048,2098,Above Moderate Income,No,No,No,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3776,10467036.7177734,13208.3704425335
6037128601,55758,1670,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3777,7321239.76171875,13837.7078898347
6037128602,87772,1249,Low Income,No,No,Yes,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3778,12209123.1142578,14527.2134718792
6037128703,72837,1615,Low Income,Yes,No,Yes,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3779,8810829.06152344,11742.4481063908
6037128704,118609,979,Above Moderate Income,No,No,No,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3780,8972420.95214844,12103.1872446312
6037128801,69232,1931,Low Income,Yes,No,Yes,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3781,5203157.26464844,9434.47658070598
6037128802,93526,2043,Low Income,No,No,Yes,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3782,10467798.9697266,13207.6759189894
6037128910,99750,1938,Above Moderate Income,No,No,No,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,3783,14370378.1669922,17392.2570866781
6037131021,54289,959,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,3784,6073826.87597656,10587.1365316538
6037131022,55357,1016,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,3785,5429101.01464844,10053.9723298007
6037131023,60481,815,Low Income,Yes,No,Yes,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,3786,6331632.88769531,10094.9901141524
6037131024,93233,971,Low Income,No,No,Yes,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,3787,9118250.62304688,12239.292692934
6037131100,91989,1027,Low Income,No,No,Yes,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,3788,11864796.7861328,14173.5116959369
6037131200,89507,1211,Low Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,3789,12145468.0761719,14480.9899697937
6037127210,55614,1902,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3790,16562017.9609375,19659.8297555778
6037131300,66042,1157,Low Income,Yes,No,Yes,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,3791,12032453.0332031,14396.2251087028
6037131400,74115,1907,Low Income,Yes,No,Yes,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,3792,11915892.7900391,14307.220439078
6037131600,74868,1370,Low Income,Yes,No,Yes,District 3,Los Angeles - Reseda Ranch,SPA 2 - San Fernando,3793,23559471.7626953,19403.9129128434
6037131701,74294,1933,Low Income,Yes,No,Yes,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,3794,7099637.32128906,10658.4785861577
6037131702,62746,1262,Low Income,Yes,No,Yes,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,3795,7771595.11230469,11154.7315560585
6037264103,126538,1562,Above Moderate Income,No,No,No,District 3,Los Angeles - Brentwood,SPA 5 - West,3796,2490260.74511719,7354.99168775033
6037264303,116414,1543,Above Moderate Income,No,No,No,District 3,Los Angeles - Brentwood,SPA 5 - West,3797,2261081.60253906,6586.02366520617
6037264304,97078,1446,Above Moderate Income,No,No,No,District 3,Los Angeles - Brentwood,SPA 5 - West,3798,2225741.22558594,7198.82702488875
6037264305,85493,1725,Low Income,No,No,Yes,District 3,Los Angeles - Brentwood,SPA 5 - West,3799,14595887.8789063,19041.3321754963
6037264306,94313,989,Low Income,No,No,Yes,District 3,Los Angeles - Brentwood,SPA 5 - West,3800,3884954.24316406,8953.87718670404
6037265100,103750,1303,Above Moderate Income,No,No,No,District 3,Los Angeles - Westwood,SPA 5 - West,3801,25359898.28125,23623.530908649
6037265201,117798,863,Above Moderate Income,No,No,No,District 3,Los Angeles - Westwood,SPA 5 - West,3802,4644328.41699219,11660.5075505667
6037265203,56656,1059,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3803,3384581.37695313,8364.39171620144
6037265204,108295,639,Above Moderate Income,No,No,No,District 3,Los Angeles - Westwood,SPA 5 - West,3804,2769406.6484375,7451.48028179738
6037265301,,0,,,,,District 3,Los Angeles - Westwood,SPA 5 - West,3805,17371241.0810547,20071.7787038585
6037265303,29375,1563,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3806,1594116.39746094,5706.96420053196
6037265304,20343,857,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3807,1394810.98828125,5790.89780039832
6037265306,15417,496,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3808,961217.958984375,4565.47416729305
6037265307,16772,1145,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3809,2468513.828125,7795.62628810524
6037265410,105625,697,Above Moderate Income,No,No,No,District 3,Los Angeles - Brentwood,SPA 5 - West,3810,7638860,15973.5504310935
6037265420,200179,656,Above Moderate Income,No,No,No,District 3,Los Angeles - Westwood,SPA 5 - West,3811,7849221.04296875,12202.5691789751
6037265521,51014,1098,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3812,1452625.41015625,5481.3415935214
6037265522,77348,1030,Low Income,Yes,No,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3813,2667208.06054688,7734.37965387577
6037265523,63594,1509,Low Income,Yes,No,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3814,3627106.28125,7646.9273651144
6037265524,98906,1304,Above Moderate Income,No,No,No,District 3,Los Angeles - Westwood,SPA 5 - West,3815,4685379.45214844,8662.14900532376
6037265601,89844,1443,Low Income,No,No,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3816,6758653.2578125,11344.1722563054
6037265602,104375,1541,Above Moderate Income,No,No,No,District 3,Los Angeles - Westwood,SPA 5 - West,3817,3614948.77441406,9204.14860573018
6037265701,95357,718,Moderate Income,No,No,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3818,9188262.39941406,15334.4219646274
6037265702,91731,1472,Low Income,No,No,Yes,District 3,Los Angeles - Westwood,SPA 5 - West,3819,4106623.73535156,8615.57387002387
6037267101,107664,1472,Above Moderate Income,No,No,No,District 3,Los Angeles - Century City,SPA 5 - West,3820,5094799.38671875,9328.17499684422
6037267102,106742,1470,Above Moderate Income,No,No,No,District 3,Los Angeles - Century City,SPA 5 - West,3821,6863044.90429688,10650.8145738417
6037267201,97321,1228,Above Moderate Income,No,No,No,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3822,6481656.11328125,10588.1816264213
6037267202,106016,1695,Above Moderate Income,No,No,No,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3823,6201058.95507813,10207.7605167507
6037267300,79919,2106,Low Income,Yes,No,Yes,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3824,4635901.66113281,8676.10835439835
6037267403,93367,1932,Low Income,No,No,Yes,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3825,2520972.80664063,7862.05293824344
6037267404,93333,1518,Low Income,No,No,Yes,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3826,3117365.17382813,7231.28504555034
6037267405,99692,1434,Above Moderate Income,No,No,No,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3827,2296740.3046875,6131.80820545226
6037267406,97704,1024,Above Moderate Income,No,No,No,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3828,2315701.02246094,6320.03991671989
6037267502,84315,1597,Low Income,No,No,Yes,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3829,4726561.77148438,8729.4900951183
6037267503,131250,1226,Above Moderate Income,No,No,No,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3830,2126539.04101563,6123.39547314407
6037267504,111383,1764,Above Moderate Income,No,No,No,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3831,2703197.72851563,6798.4865561695
6037267600,65531,1281,Low Income,Yes,No,Yes,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3832,13667713.1113281,15004.2722122778
6037267700,118333,1740,Above Moderate Income,No,No,No,District 3,Los Angeles - West Los Angeles,SPA 5 - West,3833,8734385.95898438,12174.9433891782
6037267800,89246,1381,Low Income,No,No,Yes,District 3,Los Angeles - Rancho Park,SPA 5 - West,3834,12404027.4287109,14893.8166602925
6037267901,111299,1501,Above Moderate Income,No,No,No,District 3,Los Angeles - Century City,SPA 5 - West,3835,12154628.4521484,14915.0995692219
6037267902,126063,1676,Above Moderate Income,No,No,No,District 3,Los Angeles - Century City,SPA 5 - West,3836,8318198.16699219,12819.5856204413
6037269000,146118,2145,Above Moderate Income,No,No,No,District 3,Los Angeles - Cheviot Hills,SPA 5 - West,3837,24591678.8349609,28595.8458644195
6037269100,115452,1875,Above Moderate Income,No,No,No,District 3,Los Angeles - Beverlywood,SPA 5 - West,3838,8969469.21289063,12201.3208703425
6037503202,69635,1309,Low Income,Yes,No,Yes,District 4,Unincorporated - South Whittier,SPA 7 - East,3839,12228344.4365234,15934.2919893875
6037503301,113750,1011,Above Moderate Income,No,No,No,District 4,City of Whittier,SPA 7 - East,3840,11752729.2587891,14411.9170293142
6037503302,78810,1814,Low Income,Yes,No,Yes,District 4,Unincorporated - South Whittier,SPA 7 - East,3841,16708658.3974609,17775.0220962861
6037503401,98239,2143,Above Moderate Income,No,No,No,District 4,City of Whittier,SPA 7 - East,3842,20919123.2685547,18842.9072428745
6037503402,101756,1271,Above Moderate Income,No,No,No,District 4,City of Whittier,SPA 7 - East,3843,17406354.4628906,17797.1771403489
6037503501,68393,1961,Low Income,Yes,No,Yes,District 4,Unincorporated - South Whittier,SPA 7 - East,3844,16526922.8876953,22218.4781587327
6037503502,109340,1101,Above Moderate Income,No,No,No,District 4,Unincorporated - South Whittier,SPA 7 - East,3845,13190219.0732422,17642.9500966828
6037503601,103750,1194,Above Moderate Income,No,No,No,District 4,City of La Mirada,SPA 7 - East,3846,14943398.0537109,16682.9321534811
6037503602,126705,1150,Above Moderate Income,No,No,No,District 4,City of La Mirada,SPA 7 - East,3847,35502820.2939453,25552.9925708517
6037503701,66575,1647,Low Income,Yes,No,Yes,District 4,Unincorporated - East Whittier,SPA 7 - East,3848,12519805.8037109,15392.1150757925
6037503702,83664,1773,Low Income,No,No,Yes,District 4,Unincorporated - East La Mirada,SPA 7 - East,3849,17932281.9912109,18758.2573220412
6037503704,66983,1976,Low Income,Yes,No,Yes,District 4,City of La Mirada,SPA 7 - East,3850,16189897.0126953,18014.5801288335
6037503705,100284,1091,Above Moderate Income,No,No,No,District 4,City of La Mirada,SPA 7 - East,3851,12812635.2626953,17409.87225202
6037503801,87381,1178,Low Income,No,No,Yes,District 4,City of La Mirada,SPA 7 - East,3852,13789329.5439453,18355.5728617226
6037503802,95101,1675,Moderate Income,No,No,Yes,District 4,City of La Mirada,SPA 7 - East,3853,14218243.6181641,15633.6170106282
6037503901,107344,711,Above Moderate Income,No,No,No,District 4,City of La Mirada,SPA 7 - East,3854,9759385.36523438,16071.7621585844
6037503902,104841,1503,Above Moderate Income,No,No,No,District 4,City of La Mirada,SPA 7 - East,3855,56693931.2304688,34973.3145322477
6037504001,52252,1448,Very Low Income,Yes,No,Yes,District 4,City of La Mirada,SPA 7 - East,3856,15090849.5351563,18033.8406581061
6037504002,109500,1536,Above Moderate Income,No,No,No,District 4,City of La Mirada,SPA 7 - East,3857,16449847.2226563,17788.620610174
6037504101,63047,1315,Low Income,Yes,No,Yes,District 4,City of La Mirada,SPA 7 - East,3858,13067334.2011719,15757.7107313693
6037504200,54522,2209,Very Low Income,Yes,No,Yes,District 4,City of Santa Fe Springs,SPA 7 - East,3859,83220431.6523438,54763.0931292814
6037530005,101750,1264,Above Moderate Income,No,No,No,District 1,City of Montebello,SPA 7 - East,3860,24768868.9882813,30015.235371518
6037530006,73528,1617,Low Income,Yes,No,Yes,District 1,City of Montebello,SPA 7 - East,3861,7084666.02734375,13235.3225755306
6037530007,76816,2070,Low Income,Yes,No,Yes,District 1,City of Montebello,SPA 7 - East,3862,52057093.4013672,30328.4846848011
6037530101,44375,1651,Very Low Income,Yes,Yes,Yes,District 1,City of Montebello,SPA 7 - East,3863,10951028.9541016,13893.3461094588
6037530102,47941,1610,Very Low Income,Yes,Yes,Yes,District 1,City of Montebello,SPA 7 - East,3864,14243977.6113281,15895.9293459227
6037530202,83182,1270,Low Income,No,No,Yes,District 1,City of Montebello,SPA 7 - East,3865,19440227.4296875,21031.7089502656
6037530203,48452,884,Very Low Income,Yes,No,Yes,District 1,City of Montebello,SPA 7 - East,3866,7957759.80664063,14183.7951410412
6037530204,71382,1155,Low Income,Yes,No,Yes,District 1,City of Montebello,SPA 7 - East,3867,7157763.8125,11495.218683008
6037530301,48056,614,Very Low Income,Yes,No,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3868,6271789.84667969,11082.8382662783
6037530302,45703,1953,Very Low Income,Yes,Yes,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3869,9174976.05566406,13387.540654959
6037530400,45154,1149,Very Low Income,Yes,Yes,Yes,District 1,City of Monterey Park,SPA 7 - East,3870,16582333.3085938,18690.5482647454
6037530500,51941,1075,Very Low Income,Yes,No,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3871,9613039.10351563,12655.033778786
6037530603,66061,1236,Low Income,Yes,No,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3872,13376169.9912109,16685.4135670194
6037530700,62841,531,Low Income,Yes,No,Yes,District 1,Unincorporated - East Los Angeles,SPA 4 - Metro,3873,11206081.3652344,17515.6063220403
6037530801,52813,1454,Very Low Income,Yes,No,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3874,8211637.07128906,12878.70032589
6037530802,65227,844,Low Income,Yes,No,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3875,6097529.296875,12564.6049787712
6037530901,53860,923,Very Low Income,Yes,No,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3876,4800493.6015625,8728.27805484896
6037530902,34023,1195,Extremely Low Income,Yes,Yes,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3877,5735064.02636719,11636.533544262
6037531000,44918,1273,Very Low Income,Yes,Yes,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3878,10694642.9960938,15485.2157549727
6037531101,56568,1208,Very Low Income,Yes,No,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3879,7557497.75976563,12127.6583011564
6037531102,38990,877,Very Low Income,Yes,Yes,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3880,5432011.05664063,9703.34999194308
6037531201,50568,1180,Very Low Income,Yes,No,Yes,District 1,Unincorporated - East Los Angeles,SPA 7 - East,3881,6104600.52832031,10854.7563292853
6037900501,60848,1959,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3882,33540630,23278.255858383
6037900504,59212,1860,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3883,113881797.435547,64100.9657935895
6037900505,45424,1123,Very Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3884,14136950.1806641,15911.8662870933
6037900506,55938,1315,Very Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3885,14093443.1855469,15915.7427666479
6037900508,72891,975,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3886,42818576.1689453,26701.6440387663
6037900509,48438,1165,Very Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3887,17720122.8134766,18575.9816932194
6037900510,42934,1080,Very Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3888,24745588.4160156,26533.9785345978
6037900602,41016,1602,Very Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3889,55406624.7548828,31557.0210025876
6037900606,38534,1310,Very Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3890,18697519.4746094,20274.9315580777
6037900607,54016,1091,Very Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3891,18493938.9189453,19646.461637648
6037900608,62527,1103,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3892,14377336.0195313,16059.1642421275
6037900609,38684,1300,Very Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3893,28156519.8271484,26552.8521363674
6037900610,28017,1142,Extremely Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3894,35462369.9033203,26585.265871574
6037900611,70566,1086,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3895,21187879.7324219,21261.5801977027
6037900701,42380,1571,Very Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3896,22591121.3974609,19145.7987373503
6037900703,45582,1935,Very Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3897,27951177.4619141,21124.3014248905
6037900704,42437,1502,Very Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3898,55752331.34375,31793.7145246696
6037900705,48738,1729,Very Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3899,56793102.4882813,31921.326987165
6037900804,39000,1026,Very Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3900,16015613.6962891,16699.4288031712
6037900805,66684,1414,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3901,28396052.9746094,21290.2745841243
6037900806,21296,1983,Extremely Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3902,19319178.7949219,17959.4554932227
6037900807,62583,1025,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3903,14179254.0488281,16005.9133080156
6037900808,59318,1236,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3904,14195731.1953125,15953.3633235878
6037900901,53910,840,Very Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3905,1019100982.44043,152975.28932941
6037900902,53083,622,Very Low Income,Yes,No,Yes,District 5,Unincorporated - North Lancaster,SPA 1 - Antelope Valley,3906,1279592488.5752,176439.373222361
6037901003,,0,,,,,District 5,City of Lancaster,SPA 1 - Antelope Valley,3907,28092032.4990234,21201.2573502769
6037901007,72262,642,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3908,56108323.2851563,31593.2858760578
6037901008,70795,942,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3909,28851029.0898438,21511.7552000415
6037901009,81021,1753,Low Income,No,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3910,28583254.0234375,21385.9709841614
6037901010,57378,1690,Very Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3911,28667207.6308594,21445.8573842414
6037901011,74871,1975,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3912,28728543.4638672,21421.3549109708
6037901012,106724,1496,Above Moderate Income,No,No,No,District 5,City of Lancaster,SPA 1 - Antelope Valley,3913,41759014.9355469,26390.1774728942
6037901013,112188,1051,Above Moderate Income,No,No,No,District 5,City of Lancaster,SPA 1 - Antelope Valley,3914,31779692.5332031,26569.0185329499
6037901014,114007,1329,Above Moderate Income,No,No,No,District 5,City of Lancaster,SPA 1 - Antelope Valley,3915,67319469.4433594,37206.8427078382
6037901101,74500,1728,Low Income,Yes,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3916,56254046.5205078,31893.4288222727
6037901102,76675,1893,Low Income,Yes,No,Yes,District 5,Unincorporated - Quartz Hill,SPA 1 - Antelope Valley,3917,54950801.9443359,31447.0216117292
6037901209,72500,478,Low Income,Yes,No,Yes,District 5,Unincorporated - West Antelope Valley,SPA 1 - Antelope Valley,3918,6436309131.26465,561714.556100361
6037901214,90741,1479,Low Income,No,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3919,56018580.8398438,31792.6923879535
6037901215,44418,1501,Very Low Income,Yes,Yes,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3920,28017252.3388672,21186.7464446628
6037901216,94528,759,Low Income,No,No,Yes,District 5,City of Lancaster,SPA 1 - Antelope Valley,3921,446963541.099609,94385.9583078532
6037901217,113750,653,Above Moderate Income,No,No,No,District 5,Unincorporated - Leona Valley,SPA 1 - Antelope Valley,3922,626765344.129883,177027.991298488
6037901218,130199,699,Above Moderate Income,No,No,No,District 5,City of Palmdale,SPA 1 - Antelope Valley,3923,113078969.001953,43242.0431945194
6037131801,50563,1013,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,3924,7063739.49316406,10631.4345331568
6037131802,87050,762,Low Income,No,No,Yes,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,3925,7096069.90722656,10655.7981802928
6037131900,108424,1375,Above Moderate Income,No,No,No,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,3926,14187245.7880859,15934.6484817543
6037132001,76972,1213,Low Income,Yes,No,Yes,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,3927,10424529.9550781,13176.7226411457
